Program ID,Facility Name,Town,County,Withdrawal Category,Withdrawal Type,Reporting Year,Average Day Withdrawal (MGD),Maximum Day Withdrawal (MGD),Easting,Northing
WWR0001564,Tri City - Route 369 Pit,Fenton (T),Broome,Industrial,Surface Water,2016,0,0,431558,4671042
WWR0001566,Tri-County Country Club,Hanover (T),Chautauqua,Recreational - Golf Course,Surface Water,2016,0.04,0.2,162540,4708854
WWR0001567,Troncillito Brother's Inc.,Marlborough (T),Ulster,Bottled/Bulk Water,Groundwater,2016,0.04,0.25,581418,4605014
WWR0001570,"Troy, City - John P. Buckley WTP",Pittstown (T),Rensselaer,Public Water Supply,Surface Water,2016,18.65,32.15,607456,4732463
WWR0000207,Troy Sand & Gravel - Cammarota Pit,Schaghticoke (T),Rensselaer,Mine Dewatering,Surface Water,2016,0.21,0.36,608828,4749148
WWR0001397,Troy Sand & Gravel - Schultz,Providence (T),Saratoga,Mine Dewatering,Surface Water,2016,0.21,0.36,581344,4771504
WWR0001191,Troy Sand & Gravel -Tayer Road Pit,Stephentown (T),Rensselaer,Mine Dewatering,Surface Water,2016,0.21,0.36,623788,4707160
WWR0001655,Troy Sand & Gravel - Weir Sand & Gravel Mine,Schaghticoke (T),Rensselaer,Mine Dewatering,Surface Water,2016,0.21,0.36,612762,4749620
WWR0001670,Troy Sand & Gravel - West Sand Lake Pit,Sand Lake (T),Rensselaer,Mine Dewatering,Surface Water,2016,0.45,0.78,614397,4723024
WWR0001571,True Farms,Perry (T),Wyoming,Agricultural,Surface Water,2016,0.03,0.04,253793,4735914
WWR0001572,"Trumansburg, Vg",Covert (T),Seneca,Public Water Supply,Groundwater,2016,0.19,0.3,363690,4711235
WWR0001573,Trump National Golf Club Westchester,Ossining (T),Westchester,Recreational - Golf Course,Groundwater; Surface Water,2016,0.06,0.37,597893,4555760
WWR0001574,Truncali Farms,Marlborough (T),Ulster,Agricultural,Groundwater; Surface Water,2016,0.07,0.24,584166,4604555
WWR0001575,"Tully, Vg",Tully (T),Onondaga,Public Water Supply,Groundwater,2016,0.14,0.18,408756,4738276
WWR0001576,Tunison Laboratory of Aquatic Science,Cortlandville (T),Cortland,Other,Surface Water,2016,0.65,0.65,397431,4712226
WWR0001577,"Tupper Lake, Vg",Tupper Lake (T),Franklin,Public Water Supply,Surface Water,2016,0.68,1.26,542620,4896772
WWR0001578,"Turin, Vg",Turin (T),Lewis,Public Water Supply,Groundwater,2016,0.04,0.1,466489,4830334
WWR0001579,Turnbull Nursery,Brant (T),Erie,Agricultural,Groundwater; Surface Water,2016,0.04,0.3,173927,4724974
WWR0001580,Tuxedo Club,Tuxedo (T),Orange,Recreational - Golf Course,Groundwater; Surface Water,2016,0.09,0.35,564472,4557132
WWR0001581,"Tuxedo Park, Vg",Tuxedo (T),Orange,Public Water Supply,Surface Water,2016,0.42,0.63,566378,4560128
WWR0001582,Twin Birch Dairy LLC,Skaneateles (T),Onondaga,Agricultural,Groundwater; Surface Water,2016,0.08,0.1,381758,4746547
WWR0001583,Twin Hills Golf Course,Parma (T),Monroe,Recreational - Golf Course,Surface Water,2016,0.12,0.38,267972,4789240
WWR0001586,"Ulster Water District, Tn",Ulster (T),Ulster,Public Water Supply,Groundwater,2016,0.22,0.78,582472,4648325
WWR0001587,"Unadilla, Vg",Unadilla (T),Otsego,Public Water Supply,Groundwater; Surface Water,2016,0.08,0.25,473993,4685945
WWR0001588,"Union Springs, Vg",Springport (T),Cayuga,Public Water Supply,Groundwater,2016,0.28,,361377,4744732
WWR0001826,"Unionville, Vg",Minisink (T),Orange,Public Water Supply,Groundwater,2016,0.02,,536634,4572367
WWR0001591,United Water New York,Ramapo (T),Rockland,Public Water Supply,Groundwater; Surface Water,2016,28.19,41.08,584932,4549902
WWR0001592,United Water Nichols/Owego,Nichols (T),Tioga,Public Water Supply,Groundwater,2016,1.25,1.68,397047,4662577
WWR0000258,University of Rochester,Rochester (C),Monroe,Institutional,Surface Water,2016,10.68,21.8,286162,4777926
WWR0001585,US Gypsum Co,Oakfield (T),Genesee,Mine Dewatering,Groundwater; Surface Water,2016,5.5,6.6,231449,4773300
WWR0001593,US Salt LLC,Reading (T),Schuyler,Mine Dewatering,Surface Water,2016,9.23,10.96,344615,4696668
WWR0001594,"Valatie, Vg",Kinderhook (T),Columbia,Public Water Supply,Groundwater,2016,0.18,0.26,609197,4696553
WWR0001597,Valley Sand & Gravel,Caledonia (T),Livingston,Mine Dewatering,Surface Water,2016,1.58,2.02,275513,4762676
WWR0001272,Vanderbilt Minerals - #4 Mine,Diana (T),Lewis,Mine Dewatering,Groundwater; Surface Water,2016,3.72,7.2,469569,4885596
WWR0001271,Vanderbilt Minerals - Gouverneur,Fowler (T),St. Lawrence,Industrial,Groundwater; Surface Water,2016,0.09,0.1,468934,4901640
WWR0001600,"Van Etten, Vg",Van Etten (T),Chemung,Public Water Supply,Groundwater,2016,0.03,0.1,371878,4673279
WWR0001603,Van Patten Golf Club,Clifton Park (T),Saratoga,Recreational - Golf Course,Groundwater,2016,0.03,0.35,595717,4750750
WWR0001604,Van Schaick Island Country Club,Cohoes (C),Albany,Recreational - Golf Course,Surface Water,2016,0.05,0.08,607242,4735599
WWR0001605,Van Slyke's Dairy Farm,Pike (T),Wyoming,Agricultural,Groundwater; Surface Water,2016,0.07,0.11,245068,4716950
WWR0001606,Vansridge Dairy,Scipio (T),Cayuga,Agricultural,Groundwater; Surface Water,2016,0.08,0.09,370640,4734852
WWR0001607,"Vestal, Tn",Vestal (T),Broome,Public Water Supply,Groundwater,2016,1.9,2.3,411865,4659484
WWR0001608,Victor Hills Golf Club,Victor (T),Ontario,Recreational - Golf Course,Groundwater,2016,0.41,0.41,304515,4759599
WWR0001609,"Victory Mills, Vg",Saratoga (T),Saratoga,Public Water Supply,Groundwater,2016,0.11,0.29,614243,4771593
WWR0001611,Virgil Water District #1,Virgil (T),Cortland,Public Water Supply,Groundwater,2016,0.06,0.3,401574,4706953
WWR0001612,Virkler - Martinsburg Quarry,Martinsburg (T),Lewis,Mine Dewatering,Surface Water,2016,0.2,0.46,464949,4843416
WWR0001613,Virkler - Watson Operations,Watson (T),Lewis,Mine Dewatering,Surface Water,2016,0.36,0.36,468427,4849737
WWR0001614,Virkler - West Lowville,Lowville (T),Lewis,Mine Dewatering,Surface Water,2016,0.38,0.64,456688,4850790
WWR0001615,"Voorheesville, Vg",New Scotland (T),Albany,Public Water Supply,Groundwater,2016,0.35,0.7,587846,4722704
WWR0001618,Waccabuc Country Club,Lewisboro (T),Westchester,Recreational - Golf Course,Groundwater; Surface Water,2016,0.1,0.53,617657,4571830
WWR0001620,"Waddington, Vg",Waddington (T),St. Lawrence,Public Water Supply,Groundwater,2016,0.11,0.44,483720,4967504
WWR0001622,"Walden, Vg",Montgomery (T),Orange,Public Water Supply,Groundwater,2016,0.56,0.81,567598,4601208
WWR0001624,Walker Farms - Fort Ann,Fort Ann (T),Washington,Agricultural,Groundwater; Surface Water,2016,0.11,0.12,622116,4806558
WWR0001623,Walker Farm - Wayland,Springwater (T),Livingston,Agricultural,Groundwater; Surface Water,2016,0.02,0.04,287791,4719449
WWR0001628,Wallkill Golf Club,Wallkill (T),Orange,Recreational - Golf Course,Groundwater; Surface Water,2016,0.04,0.29,549562,4595343
WWR0001630,Wallkill Water District #1,Wallkill (T),Orange,Public Water Supply,Groundwater,2016,3.4,4.65,552416,4587586
WWR0000707,"Walnut Ridge Dairy, LLC",Lansing (T),Tompkins,Agricultural,Groundwater; Surface Water,2016,0.07,0.09,375362,4716842
WWR0001632,"Walton, Vg",Walton (T),Delaware,Public Water Supply,Groundwater,2016,0.31,0.37,489389,4668534
WWR0001633,Wanakah Country Club,Hamburg (T),Erie,Recreational - Golf Course,Surface Water,2016,0.06,1.15,179963,4739075
WWR0001889,"Wappingers Falls, Vg.",Wappinger (T),Dutchess,Public Water Supply,Groundwater,2016,0.52,0.75,590220,4605602
WWR0001634,"Wappinger, Tn - Atlas Wells",Wappinger (T),Dutchess,Public Water Supply,Groundwater,2016,0.61,0.91,591087,4604704
WWR0001635,"Wappinger, Tn - Hilltop Wells",Wappinger (T),Dutchess,Public Water Supply,Groundwater,2016,0.44,0.69,591087,4604704
WWR0001636,Warrensburg Water District,Warrensburg (T),Warren,Public Water Supply,Groundwater,2016,0.35,0.63,599395,4816387
WWR0001637,Warren W Fane - Hemstreet Park Pit,Schaghticoke (T),Rensselaer,Industrial,Surface Water,2016,1.33,2.6,608970,4748422
WWR0001788,"Warsaw, Vg",Gainesville (T),Wyoming,Public Water Supply,Surface Water,2016,0.45,0.64,244502,4730236
WWR0001854,Warwick Valley Country Club,Warwick (T),Orange,Recreational - Golf Course,Groundwater; Surface Water,2016,0.03,0.07,553431,4566665
WWR0001638,"Warwick, Vg",Warwick (T),Orange,Public Water Supply,Groundwater; Surface Water,2016,0.66,1.43,553753,4567643
WWR0001639,Washington Mills Niagara,Niagara Falls (C),Niagara,Industrial,Surface Water,2016,2.35,,171404,4777677
WWR0001640,"Washingtonville, Vg",Blooming Grove (T),Orange,Public Water Supply,Groundwater,2016,0.51,0.72,569104,4586033
WWR0001890,Wassaic Pit,Amenia (T),Dutchess,Mine Dewatering,Surface Water,2016,0,0,619511,4631074
WWR0001641,Wassaic TDDSO,Amenia (T),Dutchess,Institutional,Groundwater,2016,0.03,0.07,619998,4626388
WWR0001643,Watchtower Bible and Tract Society,Patterson (T),Putnam,Public Water Supply,Groundwater,2016,0.1,0.27,618705,4594663
WWR0001642,Watchtower Farms,Shawangunk (T),Ulster,Agricultural,Surface Water,2016,0.06,0.24,561449,4609617
WWR0001629,Watchtower Farms I,Shawangunk (T),Ulster,Institutional,Surface Water,2016,0.14,0.2,561449,4609617
WWR0001834,Watchtower Water Supply,Patterson (T),Putnam,Institutional,Surface Water,2016,0.08,0.12,618724,4594730
WWR0001644,"Waterloo, Vg",Fayette (T),Seneca,Public Water Supply,Surface Water,2016,1.4,2.2,341287,4745160
WWR0001645,"Watertown, City",Watertown (C),Jefferson,Public Water Supply,Surface Water,2016,5.39,7.17,426977,4869272
WWR0001646,"Waterville, Vg",Sangerfield (T),Oneida,Public Water Supply,Groundwater,2016,0.3,0.38,469260,4753131
WWR0001647,"Watervliet, City",Guilderland (T),Albany,Public Water Supply,Surface Water,2016,2.77,3.12,606325,4731229
WWR0001648,"Watkins Glen, Vg",Dix (T),Schuyler,Public Water Supply,Surface Water,2016,0.46,0.87,345764,4693757
WWR0001649,"Waverly, Vg",Barton (T),Tioga,Public Water Supply,Groundwater; Surface Water,2016,1.3,,373430,4651820
WWR0001650,"Wayland, Vg",Wayland (T),Steuben,Public Water Supply,Groundwater,2016,0.27,0.56,287284,4716078
WWR0001651,Wayne County Eggs,Wolcott (T),Wayne,Agricultural,Groundwater,2016,0.04,0.05,354665,4790000
WWR0001652,Wayne Hills Country Club,Galen (T),Wayne,Recreational - Golf Course,Groundwater,2016,0.09,0.38,342075,4772675
WWR0001617,"W.D. Henry & Sons, Inc",Eden (T),Erie,Agricultural,Groundwater; Surface Water; Purchase,2016,0.11,0.36,183977,4733682
WWR0001920,Webster Golf Club,Webster (T),Monroe,Recreational - Golf Course,Surface Water,2016,0.03,0.37,305169,4790873
WWR0001656,Wellesley Island Water Corp,Alexandria (T),Jefferson,Public Water Supply,Surface Water,2016,0.05,,425720,4910054
WWR0001657,Wells College,Ledyard (T),Cayuga,Institutional,Surface Water,2016,0.09,0.15,361111,4733908
WWR0001660,Wellsville Country Club,Wellsville (T),Allegany,Recreational - Golf Course,Surface Water,2016,0.05,0.23,255370,4668572
WWR0001661,"Wellsville, Vg",Wellsville (T),Allegany,Public Water Supply,Surface Water,2016,0.72,1.7,256314,4667141
WWR0001658,Wells Water District,Wells (T),Hamilton,Public Water Supply,Groundwater,2016,0.28,,557350,4805660
WWR0001662,West Beekman,Beekman (T),Dutchess,Public Water Supply,Groundwater,2016,0.08,0.12,604348,4607583
WWR0001676,Westchester Country Club,Harrison (T),Westchester,Recreational - Golf Course,Groundwater; Surface Water,2016,0.23,0.8,609516,4539451
WWR0001677,Westchester Hills Golf Club,White Plains (C),Westchester,Recreational - Golf Course,Surface Water,2016,0.06,0.18,605676,4540548
WWR0001679,"Westfield, Vg",Westfield (T),Chautauqua,Public Water Supply,Surface Water,2016,0.54,1.75,122900,4695700
WWR0001664,West Hill Golf Course,Camillus (T),Onondaga,Recreational - Golf Course,Groundwater; Surface Water,2016,0.14,0.14,391135,4765210
WWR0001137,West Hills Country Club,Wallkill (T),Orange,Recreational - Golf Course,Surface Water,2016,0.08,0.4,552278,4587305
WWR0001665,West Hook Sand & Gravel,East Fishkill (T),Dutchess,Mine Dewatering,Surface Water,2016,3.33,4.83,595520,4597067
WWR0001681,Westmoreland Water District,Westmoreland (T),Oneida,Public Water Supply,Groundwater,2016,0.08,0.19,467517,4773737
WWR0001666,West Point - Camp Buckner,Highlands (T),Orange,Institutional,Surface Water,2016,0.07,0.24,579389,4578414
WWR0001667,West Point - Lusk,Highlands (T),Orange,Institutional,Surface Water,2016,1.96,3.3,578387,4577464
WWR0001668,West Point - Stoney Lonesome,Highlands (T),Orange,Institutional,Surface Water,2016,1.41,3.29,579828,4578484
WWR0001669,West Point - Transportation Pool,Highlands (T),Orange,Institutional,Surface Water,2016,0,0.01,579802,4578405
WWR0001682,Westport Consolidated Water District,Westport (T),Essex,Public Water Supply,Surface Water,2016,0.23,0.27,625037,4893703
WWR0001673,West Valley Demonstration Project,Ashford (T),Cattaraugus,Institutional,Surface Water,2016,0.03,0.3,199459,4706194
WWR0001674,"West Winfield, Vg",Winfield (T),Herkimer,Public Water Supply,Groundwater,2016,0.11,0.32,484220,4747976
WWR0001685,Wheelabrator Hudson Falls LLC,Kingsbury (T),Washington,Industrial,Surface Water,2016,22.22,24.77,614256,4795709
WWR0001686,Wheelabrator Westchester,Peekskill (C),Westchester,Industrial,Surface Water,2016,46,52,588577,4570050
WWR0001691,Whiteface Club,North Elba (T),Essex,Recreational - Golf Course,Surface Water,2016,0.09,0.19,579257,4906548
WWR0001693,"Whitehall, Vg",Dresden (T),Washington,Public Water Supply,Surface Water,2016,0.53,0.93,629142,4823703
WWR0001689,"White Plains, City",White Plains (C),Westchester,Public Water Supply,Groundwater; Surface Water; Purchase,2016,0,0,604036,4545187
WWR0001690,White Sulphur Springs Water District,Liberty (T),Sullivan,Public Water Supply,Groundwater,2016,0.03,0.13,514342,4627095
WWR0001695,"Whitney Point, Vg",Triangle (T),Broome,Public Water Supply,Groundwater,2016,0.16,0.22,420145,4686571
WWR0001684,WH Walker & Son,Lloyd (T),Ulster,Agricultural,Surface Water,2016,0.44,0.66,578455,4616379
WWR0001696,Wickham Village Water District,Warwick (T),Orange,Public Water Supply,Groundwater,2016,0.07,0.18,558606,4572009
WWR0001698,Wiecek Well (Zangrillo),Goshen (T),Orange,Agricultural,Groundwater,2016,,,548740,4576968
WWR0001699,Wild Oaks Water Co (Aqua NY),Lewisboro (T),Westchester,Public Water Supply,Groundwater,2016,0.05,0.13,612362,4573441
WWR0001701,Wildwood Country Club,Rush (T),Monroe,Recreational - Golf Course,Surface Water,2016,0.05,0.48,284337,4762400
WWR0001702,Wilklow Orchards LLC,Lloyd (T),Ulster,Agricultural,Groundwater; Surface Water,2016,0.03,,582317,4619810
WWR0001703,Willard Drug Treatment Campus,Romulus (T),Seneca,Institutional,Surface Water,2016,0.29,0.45,347200,4726931
WWR0001704,Willard Mountain,Easton (T),Washington,Recreational - Snow Making,Surface Water,2016,0.31,2.16,620934,4764175
WWR0001705,Willet Dairy,Genoa (T),Cayuga,Agricultural,Groundwater; Surface Water,2016,0.3,0.3,377317,4721878
WWR0001190,William E. Dailey  - Hoosick Quarry,Hoosick (T),Rensselaer,Mine Dewatering,Surface Water,2016,0.22,0.43,640541,4749670
WWR0001706,"Williamson, Tn",Williamson (T),Wayne,Public Water Supply,Surface Water,2016,1.84,3.4,322450,4788792
WWR0001707,Willocrest Farms,Manchester (T),Ontario,Agricultural,Groundwater,2016,0.05,0.05,324840,4762890
WWR0001708,Willow Bend Farm,Manchester (T),Ontario,Agricultural,Groundwater,2016,0.14,,322490,4760626
WWR0001711,Willowbrook Golf Club,Cortlandville (T),Cortland,Recreational - Golf Course,Surface Water,2016,0.01,0.02,402028,4713208
WWR0001712,Willowbrook Golf Course,Lockport (T),Niagara,Recreational - Golf Course,Surface Water,2016,0.4,0.7,200881,4790530
WWR0001713,Willsboro Water District,Willsboro (T),Essex,Public Water Supply,Surface Water,2016,0.3,0.51,627789,4914308
WWR0001714,Wilmington Water District #2,Wilmington (T),Essex,Public Water Supply,Surface Water,2016,0.13,0.72,594294,4915453
WWR0001715,Wilna Water District #2,Wilna (T),Jefferson,Public Water Supply,Groundwater,2016,0.01,0.03,460448,4879672
WWR0001716,Wilton Water and Sewer Authority,Wilton (T),Saratoga,Public Water Supply,Groundwater,2016,1.11,1.63,604200,4780289
WWR0001717,Wiltwyck Golf Club,Ulster (T),Ulster,Recreational - Golf Course,Groundwater; Surface Water,2016,0.05,0.17,579528,4640866
WWR0001719,Windemere Highlands,Red Hook (T),Dutchess,Public Water Supply,Groundwater,2016,0.02,0.07,590648,4647878
WWR0001720,Windham Country Club,Windham (T),Greene,Recreational - Golf Course,Surface Water,2016,0.05,0.2,563178,4683792
WWR0001722,Windham Mountain Village,Windham (T),Greene,Public Water Supply,Groundwater,2016,0.06,0.1,561131,4683567
WWR0001724,"Windham Water District #1, Windham",Windham (T),Greene,Public Water Supply,Groundwater; Surface Water,2016,0.12,0.15,564511,4682427
WWR0001921,Winding Brook C.C.,Kinderhook (T),Columbia,Recreational - Golf Course,Surface Water,2016,0.03,0.02,610038,4694923
WWR0001853,Windsong Dairy,Rodman (T),Jefferson,Agricultural,Groundwater,2016,0.02,0.02,423141,4859321
WWR0001725,"Windsor, Vg",Windsor (T),Broome,Public Water Supply,Groundwater,2016,0.32,0.49,446977,4657912
WWR0001726,Windy Hills Golf Course,Easton (T),Washington,Recreational - Golf Course,Surface Water,2016,0,0.09,618749,4774384
WWR0001727,Winebrook Hills Water District,Newcomb (T),Essex,Public Water Supply,Surface Water,2016,0.02,0.03,571932,4867565
WWR0001728,Winged Foot Golf Club,Mamaroneck (T),Westchester,Recreational - Golf Course,Groundwater; Surface Water,2016,0.12,0.77,604859,4534660
WWR0001729,Winsor Acres,Colesville (T),Broome,Agricultural,Groundwater; Surface Water,2016,0.09,0.1,450800,4666035
WWR0001730,Win-Sum Ski Corp,Ellicottville (T),Cattaraugus,Recreational - Snow Making,Groundwater; Surface Water,2016,1.48,6.26,197442,4685440
WWR0001732,"Wolcott, Vg",Wolcott (T),Wayne,Public Water Supply,Surface Water,2016,0.27,0.44,352582,4786790
WWR0001733,Wolferts Roost Country Club,Albany (C),Albany,Recreational - Golf Course,Surface Water,2016,0.07,0.62,602806,4725873
WWR0001734,Woodbourne Correctional Facility,Fallsburg (T),Sullivan,Institutional,Groundwater,2016,0.24,0.27,534075,4621302
WWR0001735,"Woodbury, Vg",Woodbury (T),Orange,Public Water Supply,Groundwater,2016,0.91,1.52,573050,4577469
WWR0001736,Woodland Water District,Oneonta (T),Otsego,Public Water Supply,Groundwater,2016,0.02,0.05,499750,4700091
WWR0001737,Woodlynn Hills Golf Course,Nunda (T),Livingston,Recreational - Golf Course,Groundwater; Surface Water,2016,0.05,0.07,259016,4720665
WWR0001738,"Woodridge, Vg",Fallsburg (T),Sullivan,Public Water Supply,Groundwater; Surface Water,2016,0.45,0.69,535593,4617593
WWR0001858,Woods Hill Farm,Turin (T),Lewis,Agricultural,Groundwater,2016,0.02,0.03,466103,4839016
WWR0001740,"Woodstock, Tn",Woodstock (T),Ulster,Public Water Supply,Groundwater,2016,0.12,0.26,572571,4654467
WWR0001739,Woods Valley Ski Area,Western (T),Oneida,Recreational - Snow Making,Groundwater,2016,0.13,1.08,468990,4794387
WWR0001742,Worcester Water District #2,Worcester (T),Otsego,Public Water Supply,Groundwater,2016,0.06,0.09,520272,4715104
WWR0001743,Word of Life Ranch / Bible Institute,Chester (T),Warren,Institutional,Groundwater,2016,0.03,0.12,595725,4842686
WWR0001744,World Financial Center,New York (T),New York,Commercial,Surface Water,2016,13.28,27.88,583288,4507462
WWR0001745,World Kitchen - Pressware Plant,Corning (C),Steuben,Industrial,Groundwater; Purchase,2016,2.1,2.56,331221,4667772
WWR0001748,"Wurtsboro, Vg",Mamakating (T),Sullivan,Public Water Supply,Groundwater,2016,0.26,0.81,543075,4602639
WWR0001749,Wyeth Pharmaceuticals,Orangetown (T),Rockland,Industrial,Groundwater,2016,0.6,2.16,582870,4547450
WWR0001843,Wykagyl Country Club,New Rochelle (C),Westchester,Recreational - Golf Course,Groundwater; Surface Water; Purchase,2016,0.08,0.31,601544,4533157
